created_at,full_text,location,sentiment,clean_text,text_len
2024-07-17 01:37:11+00:00,PADU ? BUDI ? Macam Mana ni ? Apa sebenarnya fungsi Pangkalan Data Utama atau PADU? Berjuta ringgit belanja untuk PADU tapi tak gunakan. Rugilahhh... Apa yang ditanya Setiausaha Agung Pemuda MCA @saw_yee_fung ada logik juga. #PADU #BUDI https://t.co/cQ4UfM225o,Selangor,0,padu budi macam mana ni apa sebenarnya fungsi pangkalan data utama atau padu berjuta ringgit belanja untuk padu tapi tak gunakan rugilahhh apa yang ditanya setiausaha agung pemuda mca ada logik juga padu budi,34
2021-12-22 08:25:37+00:00,@acaiijawe @azraeimuhamad @Syeddinsr20 Kenapa tak diselaraskan semua pengkalan data itu semua ke dalam satu pengakalan data utama sahaja? Wujudkan satu jabatan untuk urus bab keselamatan dan akses semua data tu.,Selangor,0,kenapa tak diselaraskan semua pengkalan data itu semua ke dalam satu pengakalan data utama sahaja wujudkan satu jabatan untuk urus bab keselamatan dan akses semua data tu,27
2024-01-11 11:47:33+00:00,Alhamdulillah Taklimat Sistem Pengkalan Data Utama (PADU) kepada warga Jabatan Penerangan Wilayah Persekutuan Kuala Lumpur-Putrajaya. https://t.co/JRbLYHGG8c,Selangor,2,alhamdulillah taklimat sistem pengkalan data utama padu kepada warga jabatan penerangan wilayah persekutuan kuala lumpurputrajaya,15
2024-01-18 04:05:15+00:00,Jom kome jumpe kami di Program Perlaksanaan PADU (Pengkalan Data Utama) pada 20 Januari 2024 Sabtu dari jam 9.00 pagi hingga 5.00 petang di Pusat Ekonomi Digital Batu Kurau. Pelbagai perkhidmatan yang akan diberikan melalui Van MEKAR JPN Perak. Ate moh lerassss! https://t.co/Xq7wvqaXGP,Selangor,1,jom kome jumpe kami di program perlaksanaan padu pengkalan data utama pada 20 januari 2024 sabtu dari jam 900 pagi hingga 500 petang di pusat ekonomi digital batu kurau pelbagai perkhidmatan yang akan diberikan melalui van mekar jpn perak ate moh lerassss,42
2024-03-30 22:48:45+00:00,Sekitar suasana pembukaan Kaunter Fizikal #PADU hari ini 30 Mac 2024 (Sabtu) bertempat di Uptown Muar Bandar Diraja. Berbaki 2️⃣ hari sahaja lagi sebelum sistem PADU ditutup pada 31 Mac 2024. https://t.co/rZBUfEFcO5,Johor,2,sekitar suasana pembukaan kaunter fizikal padu hari ini 30 mac 2024 sabtu bertempat di uptown muar bandar diraja berbaki hari sahaja lagi sebelum sistem padu ditutup pada 31 mac 2024,30
2024-11-05 08:07:09+00:00,Padu Pak Hassan bagi Presiden dia sendiri @anwaribrahim !!! *** Rangkaian Kedua 5G dan Munculnya Lagi Kapitalis Kroni Oleh Hassan Abdul Karim Satu kesilapan besar yang dilakukan oleh pentadbiran kerajaan Perdana Menteri keempat Tun Dr Mahathir Mohamad dari tahun 1982 hingga https://t.co/C2ZOB0LkkM,Selangor,2,padu pak hassan bagi presiden dia sendiri rangkaian kedua 5g dan munculnya lagi kapitalis kroni oleh hassan abdul karim satu kesilapan besar yang dilakukan oleh pentadbiran kerajaan perdana menteri keempat tun dr mahathir mohamad dari tahun 1982 hingga,38
2024-03-31 00:43:48+00:00,Pada 23 Mac lalu Menteri Ekonomi Rafizi Ramli dilaporkan berkata kerajaan tidak bercadang untuk melanjutkan proses pendaftaran serta kemas kini sistem PADU yang akan berakhir hari ini. #PADU https://t.co/R1mEjKYGVn,Selangor,1,pada 23 mac lalu menteri ekonomi rafizi ramli dilaporkan berkata kerajaan tidak bercadang untuk melanjutkan proses pendaftaran serta kemas kini sistem padu yang akan berakhir hari ini padu,28
2024-01-02 07:43:44+00:00,Sebentar tadi hadir ke Majlis Peluncuran Pangkalan Data Utama (PADU) yang disempurnakan oleh YAB Dato Seri Anwar bin Ibrahim Perdana Menteri Malaysia di Dewan Perdana PICC Putrajaya. #PADU https://t.co/spncQYcIKG,Selangor,2,sebentar tadi hadir ke majlis peluncuran pangkalan data utama padu yang disempurnakan oleh yab dato seri anwar bin ibrahim perdana menteri malaysia di dewan perdana picc putrajaya padu,28
2024-01-11 07:19:22+00:00,INFO ON WHEELS PANGKALAN DATA UTAMA (PADU) PEJABAT PENERANGAN DAERAH MARANG Parlimen : P. 037 MARANG DUN : N.20 Pengkalan Berangsn #JabatanPenerangan #japentrg https://t.co/d50vnIuHNn,Terengganu,1,info on wheels pangkalan data utama padu pejabat penerangan daerah marang parlimen p 037 marang dun n20 pengkalan berangsn jabatanpenerangan japentrg,21
2024-03-24 10:36:49+00:00,Pasal PADU ni aku tak letakkan satu tanggapan yg sistem ni akan menyelesaikan permasalahan umat. Sbb asas dia PADU ni sistem pengkalan data.. Tujuan utama adlh untk satukan data sahaja.. Dan bg yg asyik duk tanya knp tak guna data sedia ada ya diorg guna data sedia ada..,Selangor,1,pasal padu ni aku tak letakkan satu tanggapan yg sistem ni akan menyelesaikan permasalahan umat sbb asas dia padu ni sistem pengkalan data tujuan utama adlh untk satukan data sahaja dan bg yg asyik duk tanya knp tak guna data sedia ada ya diorg guna data sedia ada,48
2024-01-02 09:56:40+00:00,Nak bantuan kerajaan? Daftar dalam sistem Pengkalan Data Utama (PADU). Ini yang perlu anda fahami tentang PADU. https://t.co/MZaZt5mTqt #myDOA,Selangor,1,nak bantuan kerajaan daftar dalam sistem pengkalan data utama padu ini yang perlu anda fahami tentang padu mydoa,18
2024-04-04 06:40:40+00:00,#BuletinBernama: Selangor kongsi data selangkah bagi proses semak silang sistem PADU #digitalbernamatv #selangkah #PADU https://t.co/oXKdvrIWoL,Selangor,2,buletinbernama selangor kongsi data selangkah bagi proses semak silang sistem padu digitalbernamatv selangkah padu,14
2024-07-21 08:36:33+00:00,Malaysia kini berada di kedudukan teratas dalam senarai pasaran pusat data yang paling pesat berkembang di Asia. Menjelang 2035 Malaysia diramalkan menguasai 2/3 kapasiti pasaran pusat data Asia Tenggara. MITI akan memanfaatkan kelebihan ini sebagai pemangkin untuk memacu https://t.co/6qytOx7KfH,Selangor,2,malaysia kini berada di kedudukan teratas dalam senarai pasaran pusat data yang paling pesat berkembang di asia menjelang 2035 malaysia diramalkan menguasai 23 kapasiti pasaran pusat data asia tenggara miti akan memanfaatkan kelebihan ini sebagai pemangkin untuk memacu,38
2024-07-17 07:18:10+00:00,Kenapa #PADU tak dilindungi bawah Akta Perlindungan Data Peribadi 2024 #Akta709 ? Jadi tak hairanlah kalau rakyat rasa tak yakin dengan PADU dan bimbang tentang keselamatan data peribadi mereka. https://t.co/hALO2i0eBr https://t.co/qOeVV85GMg,Selangor,0,kenapa padu tak dilindungi bawah akta perlindungan data peribadi 2024 akta709 jadi tak hairanlah kalau rakyat rasa tak yakin dengan padu dan bimbang tentang keselamatan data peribadi mereka,28
2024-07-17 15:03:56+00:00,Mekanisme penyasaran subsidi RON95 akan menggunakan sepenuhnya data PADU dan penentuan kumpulan sasar ditentukan berdasarkan pendapatan boleh guna bersih isi rumah - Kementerian Ekonomi #BernamaBiz #PADU #parlimen https://t.co/bEtgRpYXF8,Selangor,1,mekanisme penyasaran subsidi ron95 akan menggunakan sepenuhnya data padu dan penentuan kumpulan sasar ditentukan berdasarkan pendapatan boleh guna bersih isi rumah kementerian ekonomi bernamabiz padu parlimen,26
2024-03-22 03:46:15+00:00,@UrAngel_Ain @baymzn Detail kita ada kt JPN LHDN EPF BNM etc2.. Semua agensi ni tak berkongsi data pelanggan sesama mereka.. Pengkalan Data Utama ni di wujudkan supaya semua data kita centralised dan lebih mudah utk diakses oleh agency2 kerajaan termasuklah utk assign subsidi..,Selangor,2,detail kita ada kt jpn lhdn epf bnm etc2 semua agensi ni tak berkongsi data pelanggan sesama mereka pengkalan data utama ni di wujudkan supaya semua data kita centralised dan lebih mudah utk diakses oleh agency2 kerajaan termasuklah utk assign subsidi,41
2024-04-09 10:53:13+00:00,Gigih daftar #PADU Tapi disuruh makan ubi kayu https://t.co/Gt9A55WAW2,Selangor,0,gigih daftar padu tapi disuruh makan ubi kayu,8
2024-04-02 04:37:35+00:00,Apa selepas 52% #PADU? Bantuan moga tidak tercicir. Subsidi moga tidak tersasar. Inflasi bakal merebak. Harga minyak turun nantikan. https://t.co/SgJageqRzz,Selangor,1,apa selepas 52 padu bantuan moga tidak tercicir subsidi moga tidak tersasar inflasi bakal merebak harga minyak turun nantikan,19
2024-01-25 07:21:40+00:00,Sekitar Perlaksanaan INFO ON WHEELS DAERAH NABAWAN Lokasi Hebahan : 1. Kg Malinja A B https://t.co/4j3efYTYTA Ria A B C Fokus Hebahan : Hebahan Perlaksanaan Pengkalan Data Utama ( PADU ) https://t.co/uZ1gYqkejG #JaPenSabah,Sabah,1,sekitar perlaksanaan info on wheels daerah nabawan lokasi hebahan 1 kg malinja a b ria a b c fokus hebahan hebahan perlaksanaan pengkalan data utama padu japensabah,27
2024-03-22 04:09:02+00:00,𝐉𝐄𝐌𝐏𝐔𝐓𝐀𝐍 𝐊𝐄 𝐒𝐄𝐒𝐈 𝐓𝐎𝐖𝐍𝐇𝐀𝐋𝐋 𝐏𝐄𝐂𝐔𝐓𝐀𝐍 𝐀𝐊𝐇𝐈𝐑 𝐏𝐄𝐍𝐃𝐀𝐅𝐓𝐀𝐑𝐀𝐍 𝐏𝐀𝐃𝐔 Tarikh tutup untuk orang ramai mengemaskini maklumat peribadi dalam Pengkalan Data Utama (PADU) akan berakhir pada 𝟑𝟏 𝐌𝐚𝐜 𝟐𝟎𝟐𝟒 ini. https://t.co/SlLkMWmGl3,Selangor,1,tarikh tutup untuk orang ramai mengemaskini maklumat peribadi dalam pengkalan data utama padu akan berakhir pada ini,17
2024-01-02 08:14:04+00:00,PADU Memacu Negara Menghadiri Majlis Peluncuran Pangkalan Data Utama (PADU) yang disempurnakan oleh YAB Perdana Menteri di Pusat Konvensyen Antarabangsa Putrajaya (PICC) sebentar tadi. Sistem PADU ini merupakan komponen utama dalam menjayakan satu dari reformasi utama ekonomi https://t.co/avKOLKVDOO,Johor,1,padu memacu negara menghadiri majlis peluncuran pangkalan data utama padu yang disempurnakan oleh yab perdana menteri di pusat konvensyen antarabangsa putrajaya picc sebentar tadi sistem padu ini merupakan komponen utama dalam menjayakan satu dari reformasi utama ekonomi,37
2024-03-18 14:58:12+00:00,18 Mac 2024 (Isnin) 12.00 tgh - Info On Wheels (IOW) Daerah Machang hebahan berkaitan Pengkalan Data Utama (PADU) sekitar Kemuning iaitu di Kg. Pangkal Petai Kg. Sega Kg. Kubur Minah Kg. Pemanok &amp,Kelantan,1,18 mac 2024 isnin 1200 tgh info on wheels iow daerah machang hebahan berkaitan pengkalan data utama padu sekitar kemuning iaitu di kg pangkal petai kg sega kg kubur minah kg pemanok amp kg bukit bakar bergheh,37
2024-03-26 07:05:55+00:00,Tak mahu daftar PADU kerana risaukan aspek keselamatan? Setakat ini terdapat 2 juta cubaan memecah masuk ke sistem PADU secara purata sehari tetapi semuanya dapat dipatahkan. Pasukan pembangunan sistem PADU yang diketuai oleh Jabatan Digital Negara (dulu dikenali sebagai https://t.co/bZLEgd6lKK,Selangor,2,tak mahu daftar padu kerana risaukan aspek keselamatan setakat ini terdapat 2 juta cubaan memecah masuk ke sistem padu secara purata sehari tetapi semuanya dapat dipatahkan pasukan pembangunan sistem padu yang diketuai oleh jabatan digital negara dulu dikenali sebagai,39
2024-01-03 16:13:45+00:00,@gedebek @YBViral Mungkin VAPT pun tak buat. Gov terlalu defensive bila external expert cakap ada systems flaws. Kalau nama dah Pengkalan Data Utama kena make sure all systems security comply.. hmmm,Selangor,0,mungkin vapt pun tak buat gov terlalu defensive bila external expert cakap ada systems flaws kalau nama dah pengkalan data utama kena make sure all systems security comply hmmm,29
2024-03-15 22:15:26+00:00,KAUNTER PADU‼️‼️ KAUNTER PADU‼️‼️ JOM DAFTAR PENGKALAN DATA UTAMA (PADU) UNTUK MENGGELAKKAN KECICIRAN SUMBANGAN DAN SUBSIDI SEKITAR KAUNTER PADU DI SURAU ALBUKHARI TAMAN DESA TANJUNG DAMAI DAN SURAU KG PAK KATAK PADA 15 MAC 2024 https://t.co/4PDeoN12OT,Terengganu,1,kaunter padu kaunter padu jom daftar pengkalan data utama padu untuk menggelakkan keciciran sumbangan dan subsidi sekitar kaunter padu di surau albukhari taman desa tanjung damai dan surau kg pak katak pada 15 mac 2024,35
2012-08-25 14:02:41+00:00,#UM1stBday Kumpulan2 Tindakan Belia ditubuhkan di komuniti2 dan kini kami mempunyai pengkalan data penggerak2 utama yg akan diterbitkan,Selangor,1,um1stbday kumpulan2 tindakan belia ditubuhkan di komuniti2 dan kini kami mempunyai pengkalan data penggerak2 utama yg akan diterbitkan,18
2024-02-04 03:33:57+00:00,Rekod pengemaskinian di sistem Pengkalan Data Utama (PADU). #MalaysiaMADANI #JaPenSelangor https://t.co/ZQ7cEhTCV2,Selangor,1,rekod pengemaskinian di sistem pengkalan data utama padu malaysiamadani japenselangor,10
2024-04-28 00:16:21+00:00,Alhamdulillah....sebelum raya aidiladha nanti.Bagi yang daftar PADU- Auto tanggungan anak yang berumur 18tahun keatas dapat dalam kategori Bujang.Dan bagi KIR B40 miskin miskin tegar T20 M40.https://t.co/L6CbBOn4Cq #PADU #MalaysiaMadani 🇲🇾,Selangor,2,alhamdulillahsebelum raya aidiladha nantibagi yang daftar padu auto tanggungan anak yang berumur 18tahun keatas dapat dalam kategori bujangdan bagi kir b40 miskin miskin tegar t20 m40 padu malaysiamadani,28
2024-02-08 09:15:50+00:00,600 000 penjawat awam selesai daftar PADU - Ketua Perangkawan https://t.co/K9UYuo5rEG #japensarawak #PADU,Sarawak,2,600 000 penjawat awam selesai daftar padu ketua perangkawan japensarawak padu,11
2024-03-21 11:57:37+00:00,JEMPUTAN KE SESI TOWNHALL PECUTAN AKHIR PENDAFTARAN PADU Tarikh tutup untuk orang ramai mengemaskini maklumat peribadi dalam Pengkalan Data Utama (PADU) akan berakhir pada 31 Mac ini. https://t.co/SjKd20Pwbh,Selangor,1,jemputan ke sesi townhall pecutan akhir pendaftaran padu tarikh tutup untuk orang ramai mengemaskini maklumat peribadi dalam pengkalan data utama padu akan berakhir pada 31 mac ini,27
2024-03-31 01:30:00+00:00,#ICYMI: Daftar PADU rendah petanda rakyat tak percaya Rafizi sebagai menteri Wan Saiful #malaysiagazette #menteriekonomi #PADU https://t.co/oCON4Qqxfr,Selangor,0,icymi daftar padu rendah petanda rakyat tak percaya rafizi sebagai menteri wan saiful malaysiagazette menteriekonomi padu,16
2024-01-22 04:01:59+00:00,Semua penjawat awam diminta agar mengemas kini maklumat dan data di dalam Sistem Pengkalan Data Utama (PADU) selewat-lewatnya 15 Februari ini. #AWANInews #AWANI745 https://t.co/XYe6zqqBwA,Selangor,1,semua penjawat awam diminta agar mengemas kini maklumat dan data di dalam sistem pengkalan data utama padu selewatlewatnya 15 februari ini awaninews awani745,23
2023-05-25 13:47:05+00:00,Subsidi bersasar elektrik bagi T20 diumum selepas siap Pengkalan Data Utama #prn6negeri #prihatinbersihstabil #pnbest https://t.co/HvZsIto1tW,Selangor,1,subsidi bersasar elektrik bagi t20 diumum selepas siap pengkalan data utama prn6negeri prihatinbersihstabil pnbest,14
2021-06-11 00:51:27+00:00,MITI merupakan nadi utama dalam pengurusan operasi sektor-sektor ekonomi dan memperkenalkan COVID-19 Intelligent Management System di mana ia merupakan pengkalan data komprehensif perniagaan daripada pelbagai sektor. #KomunikasiKita #JabatanPenerangan #Jendela #PerlisMaju,Selangor,1,miti merupakan nadi utama dalam pengurusan operasi sektorsektor ekonomi dan memperkenalkan covid19 intelligent management system di mana ia merupakan pengkalan data komprehensif perniagaan daripada pelbagai sektor komunikasikita jabatanpenerangan jendela perlismaju,30
2024-03-31 09:12:43+00:00,Kalau tak daftar PADU tu jadi apa?,Selangor,1,kalau tak daftar padu tu jadi apa,7
2024-04-02 04:16:48+00:00,Pendaftaran Pengkalan Data Utama (PADU) tidak mencapai sasaran yang ditetapkan 29.8 juta apabila merekodkan hanya 11.55 (52.6%) warganegara berumur 18 tahun yang mendaftar dan mengemas kini dalam sistem itu sehingga ditutup pada 31 Mac lalu. https://t.co/h0exLeMwmV,Selangor,0,pendaftaran pengkalan data utama padu tidak mencapai sasaran yang ditetapkan 298 juta apabila merekodkan hanya 1155 526 warganegara berumur 18 tahun yang mendaftar dan mengemas kini dalam sistem itu sehingga ditutup pada 31 mac lalu,35
2024-11-07 00:10:56+00:00,kita isi PADU dengan jarak pejabat dari rumah siap bagi butiran akaun bank. sudahnya cadangan rasionalisasi subsidi guna MyKad. buang masa duit dan tenaga,Selangor,0,kita isi padu dengan jarak pejabat dari rumah siap bagi butiran akaun bank sudahnya cadangan rasionalisasi subsidi guna mykad buang masa duit dan tenaga,24
2024-01-01 11:06:04+00:00,@Kg_Baru_Girl Cuma sekarang ini proses penggabungan dua sistem ini belum boleh dilaksana. PADU sistem Pengkalan Data Utama MyDigital ID fokus kpd maklumat ID sahaja iaitu No IC dan nama pemilik di serta kata kunci utk akses apa2 aplikasi dlm talian.,Selangor,1,cuma sekarang ini proses penggabungan dua sistem ini belum boleh dilaksana padu sistem pengkalan data utama mydigital id fokus kpd maklumat id sahaja iaitu no ic dan nama pemilik di serta kata kunci utk akses apa2 aplikasi dlm talian,39
2024-11-07 00:02:44+00:00,Jawapan PADU Menteri Ekonomi @rafiziramli dalam isu bagaimana kaedah penyasaran subsidi RON95 akan dilaksanakan! Apa pandangan korang guys? RT sebarkan! #parlimen #ron95 https://t.co/mUwsBNq2cG,Selangor,1,jawapan padu menteri ekonomi dalam isu bagaimana kaedah penyasaran subsidi ron95 akan dilaksanakan apa pandangan korang guys rt sebarkan parlimen ron95,21
2024-03-31 11:26:09+00:00,Lebih 50 peratus rakyat Perak sudah daftar Padu https://t.co/5I86SwJstA #Negara #daftar #kementerianekonomi #padu #perak,Selangor,2,lebih 50 peratus rakyat perak sudah daftar padu negara daftar kementerianekonomi padu perak,13
2024-02-04 07:26:34+00:00,INFO ON WHEELS (IOW) PEJABAT PENERANGAN DAERAH BALING: PROGRAM JUALAN RAHMAH DAN HEBAHAN SISTEM PENGKALAN DATA UTAMA (PADU) TARIKH : 4 FEBRUARI 2024 (AHAD) MASA : 10:00 PAGI KAWASAN : Parlimen P016 Baling /Dun N32 Kuala Ketil DAERAH : Baling,Kedah,1,info on wheels iow pejabat penerangan daerah baling program jualan rahmah dan hebahan sistem pengkalan data utama padu tarikh 4 februari 2024 ahad masa 1000 pagi kawasan parlimen p016 baling dun n32 kuala ketil daerah baling,36
2024-02-02 14:35:40+00:00,Jom daftar PADU ! #MalaysiaMadani #PADU #PengkalanDataUtama #Sikamat #Seremban #KOMBES https://t.co/W4ctJJnvDk,Negeri Sembilan,1,jom daftar padu malaysiamadani padu pengkalandatautama sikamat seremban kombes,9
2024-05-29 09:30:38+00:00,WASPADA‼️ Jabatan Pangkalan Data Utama (PADU) TIDAK PERNAH WUJUD dan pengemaskinian maklumat individu dalam sistem PADU telah ditutup pada 31 Mac 2024. JANGAN TERTIPU dengan panggilan palsu dari pihak yang tidak bertanggungjawab! #PADU #beAlert #ScamAlert @MCMC_RASMI https://t.co/sAqsyZM6EG,Selangor,0,waspada jabatan pangkalan data utama padu tidak pernah wujud dan pengemaskinian maklumat individu dalam sistem padu telah ditutup pada 31 mac 2024 jangan tertipu dengan panggilan palsu dari pihak yang tidak bertanggungjawab padu bealert scamalert,35
2024-01-22 07:00:21+00:00,Hebahan PADU di Karangan dan Sedim pada 22.01.2024 Jom pakat update PADU sekarang‼️ #PADU #jabatanpeneranganmalaysia #jabatanperangkaanmalaysia #DOSMKEDAH https://t.co/p1YCwoDUo0,Kedah,1,hebahan padu di karangan dan sedim pada 22012024 jom pakat update padu sekarang padu jabatanpeneranganmalaysia jabatanperangkaanmalaysia dosmkedah,17
